_id,name,category,price,stock
870,Majority,Home,211.7,863
871,Doctor,Accessories,413.04,407
872,Beautiful,Beauty,364.4,736
873,Grow,Electronics,219.58,353
874,Next,Misc,45.42,410
875,Role,Beauty,192.93,52
876,Serve,Accessories,434.3,193
877,Next,Accessories,176.38,557
878,Great,Electronics,79.69,68
879,Campaign,Electronics,280.52,631
880,Push,Accessories,453.46,768
881,Fact,Electronics,206.64,656
882,However,Accessories,22.77,824
883,Force,Clothing,136.24,23
884,Unit,Clothing,151.15,687
885,Simple,Home,337.24,433
886,Investment,Clothing,65.7,614
887,Long,Accessories,327.76,616
888,Woman,Clothing,339.82,478
889,Blood,Electronics,180.75,163
890,Day,Accessories,406.42,373
891,Pay,Home,159.15,331
892,Animal,Home,203.89,485
893,Everyone,Accessories,309.83,729
894,Position,Beauty,446.31,46
895,Clearly,Clothing,328.75,156
896,We,Home,152.76,375
897,Something,Accessories,399.94,980
898,Later,Clothing,199.05,932
899,Model,Clothing,324.39,801
900,Yeah,Beauty,472.74,952
901,Head,Home,489.86,157
902,Big,Electronics,62.61,685
903,Bit,Home,312.74,599
904,Party,Beauty,214.24,108
905,Often,Clothing,387.64,756
906,Week,Clothing,34.76,639
907,Or,Home,181.04,402
908,Almost,Electronics,205.64,285
909,Walk,Beauty,195.09,568
910,Sport,Home,325.23,763
911,Involve,Clothing,414.2,174
912,Father,Beauty,290.3,274
913,Show,Electronics,250.32,769
914,Community,Accessories,456.63,449
915,Painting,Home,408.63,867
916,Buy,Home,159.45,743
917,Lawyer,Electronics,475.1,47
918,Point,Clothing,387.06,183
919,Alone,Home,97.96,656
920,Card,Electronics,214.25,519
921,Reason,Beauty,366.38,695
922,Arm,Beauty,382.99,802
923,Base,Electronics,324.62,847
924,Stay,Electronics,213.31,155
925,Identify,Clothing,323.69,610
926,Role,Home,229.19,514
927,World,Electronics,319.02,511
928,Unit,Home,143.39,178
929,Pull,Home,154.18,972
930,Note,Accessories,397.88,633
931,Enough,Clothing,26.25,426
932,Possible,Home,367.14,822
933,Official,Clothing,33.53,337
934,Ok,Accessories,161.78,713
935,May,Beauty,368.16,113
936,Line,Clothing,91.65,188
937,Ask,Electronics,442.08,385
938,Wonder,Home,225.49,773
939,Dark,Accessories,491.55,820
940,Decision,Beauty,212.33,208
941,Eight,Electronics,65.73,215
942,Evidence,Beauty,153.67,249
943,Agree,Beauty,431.79,397
944,Sit,Accessories,401.72,53
945,Cost,Home,208.5,511
946,Person,Home,36.34,642
947,Push,Misc,355.94,447
948,Condition,Accessories,304.44,456
949,Those,Electronics,436.13,968
950,Method,Beauty,308.11,471
951,Our,Clothing,379.68,168
952,Opportunity,Accessories,121.04,518
953,People,Electronics,387.57,319
954,College,Electronics,298.63,796
955,Indeed,Beauty,263.86,960
956,Hand,Clothing,260.27,193
957,Language,Home,67.16,650
958,Remember,Accessories,53.42,724
959,Poor,Home,277.65,729
960,Call,Clothing,241.77,716
961,Memory,Accessories,61.5,262
962,All,Electronics,112.88,141
963,People,Electronics,69.23,178
964,Wear,Electronics,166.8,5
965,Appear,Beauty,11.72,636
966,Name,Beauty,75.62,690
967,Official,Electronics,354.46,440
968,Likely,Beauty,224.81,524
969,Full,Accessories,291.9,986
970,Sometimes,Electronics,361.78,154
971,During,Beauty,346.29,557
972,Learn,Beauty,271.66,2
973,Amount,Clothing,484.57,529
974,Everyone,Electronics,16.65,815
975,Explain,Accessories,38.28,782
976,Listen,Electronics,106.77,901
977,Election,Electronics,317.64,147
978,Interest,Home,138.47,192
979,Difficult,Home,148.03,221
980,While,Beauty,451.24,223
981,Car,Clothing,374.31,79
982,Subject,Beauty,96.9,630
983,Relate,Clothing,257.56,191
984,Whatever,Home,106.29,987
985,Else,Beauty,433.14,817
986,Campaign,Home,436.5,909
987,Office,Accessories,232.77,580
988,Sell,Electronics,205.24,480
989,Receive,Home,323.55,486
990,Growth,Clothing,69.64,559
991,Present,Electronics,6.78,170
992,Fine,Home,306.87,637
993,Use,Clothing,238.07,186
994,Activity,Accessories,129.24,338
995,Need,Home,90.9,712
996,Physical,Beauty,57.56,372
997,Among,Beauty,59.41,262
998,Book,Clothing,54.58,890
999,Bank,Accessories,378.13,243
1000,These,Electronics,242.27,830
1001,Tax,Home,492.61,665
1002,Red,Accessories,213.72,541
1003,Final,Beauty,158.71,465
1004,Left,Accessories,347.83,328
1005,Yet,Beauty,407.31,79
1006,Service,Clothing,200.4,190
1007,Support,Beauty,499,23
1008,Again,Clothing,342.65,972
1009,Eye,Accessories,321.83,349
1010,Pull,Home,461.55,469
1011,Agree,Beauty,296.52,583
1012,During,Accessories,96.26,999
1013,Shake,Electronics,365.24,782
1014,Score,Home,100.67,537
1015,Gas,Beauty,147.86,942
1016,Difficult,Beauty,324.91,157
1017,Worker,Home,17.85,185
1018,Strategy,Home,179.34,357
1019,Door,Electronics,303.08,415
1020,Take,Beauty,420.18,196
1021,Theory,Clothing,315.07,706
1022,Choice,Beauty,163.9,758
1023,Dark,Clothing,276.84,893
1024,International,Clothing,498.11,597
1025,Road,Electronics,206.86,860
1026,Some,Electronics,241.95,958
1027,Girl,Beauty,51.89,807
1028,Man,Home,100.47,640
1029,Nearly,Accessories,405.22,645
1030,Collection,Misc,493.88,219
1031,Understand,Clothing,60.23,277
1032,Religious,Electronics,390.94,156
1033,Growth,Clothing,381.65,195
1034,Democrat,Clothing,398.82,667
1035,Marriage,Accessories,443.92,820
1036,Present,Accessories,362.17,20
1037,Chair,Electronics,279.6,722
1038,Write,Clothing,122.42,623
1039,Whole,Clothing,248.64,363
1040,Style,Beauty,349.07,814
1041,Modern,Home,135.39,353
1042,In,Beauty,13.53,618
1043,Model,Home,154.52,159
1044,Lead,Home,238.03,726
1045,Through,Clothing,87.23,705
1046,Say,Electronics,232.66,701
1047,Both,Home,436.7,651
1048,Economic,Clothing,325.31,617
1049,Spring,Electronics,51.82,911
1050,Religious,Home,227.48,227
1051,North,Accessories,462.22,365
1052,Get,Beauty,34.75,171
1053,Seem,Clothing,255.79,142
1054,Senior,Beauty,141.76,654
1055,History,Beauty,97.92,332
1056,Plan,Electronics,19.01,887
1057,Some,Accessories,495.54,10
1058,Garden,Electronics,97.64,171
1059,Owner,Beauty,144.64,740
1060,Chair,Clothing,436.08,691
1061,International,Clothing,42.9,742
1062,Late,Home,468.53,767
1063,Sort,Home,298.85,826
1064,Woman,Home,448.55,361
1065,Rather,Accessories,360.74,142
1066,Ever,Electronics,370.79,173
1067,Character,Home,105.62,707
1068,Detail,Clothing,266.82,0
1069,Together,Home,71.5,857
1070,Themselves,Clothing,485.59,482
1071,Material,Beauty,101.82,572
1072,Office,Accessories,456.87,320
1073,Heart,Home,387.64,406
1074,Feeling,Clothing,486.08,771
1075,Trial,Electronics,495.04,724
1076,Bag,Electronics,216.99,876
1077,Another,Accessories,112.53,789
1078,Information,Clothing,278.05,647
1079,Future,Beauty,328.06,360
1080,Analysis,Electronics,316.08,528
1081,Policy,Electronics,9.38,114
1082,Able,Home,125.37,721
1083,Meet,Clothing,472.69,360
1084,Either,Electronics,406.42,955
1085,Like,Home,475.88,335
1086,Computer,Accessories,294.57,43
1087,Need,Clothing,139.96,726
1088,Marriage,Electronics,229.32,757
1089,Avoid,Home,268.62,274
1090,Generation,Home,98.34,101
1091,College,Beauty,89.56,652
1092,When,Electronics,339.11,837
1093,Song,Home,56.64,226
1094,Itself,Beauty,191.01,340
1095,Relate,Electronics,277.09,509
1096,Soldier,Clothing,396.81,661
1097,Land,Accessories,85.81,633
1098,Hair,Electronics,133.56,217
1099,Yourself,Clothing,265.14,573
1100,Bank,Clothing,216.48,67
1101,Should,Home,458.16,885
1102,Network,Accessories,264.39,736
1103,Reveal,Home,125.4,703
1104,Response,Accessories,349.64,690
1105,Kid,Electronics,189.34,213
1106,Speak,Electronics,214.74,302
1107,Suggest,Accessories,469.9,960
1108,Analysis,Clothing,432.15,641
1109,Heavy,Electronics,284.42,131
1110,Individual,Beauty,85.13,875
1111,Current,Accessories,111.29,380
1112,Hear,Clothing,383.8,905
1113,Soon,Clothing,240.48,277
1114,Science,Home,189.53,730
1115,Activity,Accessories,110.43,871
1116,Everyone,Accessories,459.45,597
1117,Main,Clothing,435.53,339
1118,Kind,Accessories,320.85,648
1119,Piece,Electronics,152.95,256
1120,Idea,Beauty,51.93,713
1121,Miss,Home,319.62,224
1122,Second,Home,6.44,142
1123,Every,Electronics,444.15,47
1124,Must,Beauty,97.11,603
1125,Build,Home,468.34,98
1126,Him,Clothing,99.57,451
1127,After,Electronics,291.2,469
1128,Take,Clothing,175.48,161
1129,Whether,Electronics,224.3,311
1130,Yeah,Clothing,294.89,764
1131,Structure,Clothing,253.7,151
1132,Notice,Clothing,129.79,948
1133,Wish,Beauty,334.5,754
1134,Debate,Home,54.55,163
1135,Language,Accessories,305.33,368
1136,Of,Beauty,330.78,221
1137,Test,Accessories,151.06,224
1138,Fire,Home,202.54,975
1139,Compare,Electronics,225.96,322
1140,Employee,Accessories,274.14,786
1141,As,Electronics,491.25,606
1142,Standard,Clothing,350.96,495
1143,Learn,Electronics,262.98,639
1144,Professor,Accessories,310.17,262
1145,Bar,Electronics,11.26,844
1146,Although,Clothing,378.67,964
1147,Sort,Clothing,329.63,750
1148,Success,Beauty,135.36,422
1149,Seven,Beauty,334.09,350
1150,Finish,Accessories,46.28,923
1151,Law,Home,307.19,302
1152,Actually,Misc,393.01,842
1153,Above,Clothing,374.95,37
1154,Policy,Home,79.1,247
1155,Hair,Electronics,382.79,985
1156,From,Home,166.45,545
1157,Dream,Beauty,371.43,691
1158,Third,Accessories,343.08,653
1159,These,Electronics,312.55,597
1160,Health,Electronics,123.39,42
1161,Store,Home,333.47,263
1162,Power,Electronics,39.22,674
1163,Hear,Accessories,125.22,834
1164,May,Electronics,91.25,589
1165,Reflect,Accessories,171.52,342
1166,Culture,Clothing,264.14,461
1167,Newspaper,Beauty,300.65,349
1168,Drive,Accessories,22.11,34
1169,Design,Clothing,93.52,557
1170,Strong,Accessories,448.93,578
1171,Change,Beauty,299.03,119
1172,High,Home,406.59,955
1173,Value,Clothing,363.78,259
1174,Cover,Beauty,472.88,418
1175,Spend,Home,344.54,988
1176,Red,Electronics,192.64,620
1177,Stay,Electronics,348.49,747
1178,New,Clothing,309.87,329
1179,Dog,Electronics,135.2,353
1180,Reach,Clothing,96.35,6
1181,Ground,Clothing,272.49,637
1182,Cause,Clothing,486.02,857
1183,Travel,Electronics,107.4,167
1184,Attorney,Electronics,443.1,109
1185,We,Electronics,290.01,427
1186,Respond,Electronics,78.64,100
1187,Measure,Beauty,299.63,857
1188,According,Electronics,102.85,88
1189,Party,Clothing,482.75,474
1190,Leader,Electronics,355.51,83
1191,Between,Accessories,86.65,222
1192,May,Clothing,89.56,619
1193,Minute,Beauty,242.05,158
1194,This,Electronics,408.81,802
1195,They,Beauty,331.03,823
1196,Leg,Clothing,494.32,957
1197,List,Beauty,391.36,362
1198,Apply,Clothing,392.27,748
1199,Away,Clothing,194.43,181
1200,Analysis,Beauty,325.18,666
1201,Old,Home,240.19,554
1202,Middle,Accessories,102.64,323
1203,That,Beauty,29.78,151
1204,And,Beauty,135.77,359
1205,Start,Accessories,423.84,885
1206,Catch,Beauty,9.73,679
1207,Thus,Accessories,72.09,462
1208,I,Clothing,194.84,571
1209,Kitchen,Home,187.24,850
1210,Trade,Clothing,21.65,157
1211,Civil,Accessories,445.12,67
1212,Result,Clothing,454.81,516
1213,Style,Beauty,156.07,171
1214,Half,Home,17.07,611
1215,Fly,Beauty,303.67,230
1216,Either,Clothing,383.49,687
1217,Pattern,Electronics,162.67,490
1218,According,Clothing,354.45,159
1219,Cut,Home,149.06,580
1220,Late,Electronics,163.24,374
1221,Hope,Clothing,98.29,306
1222,Together,Electronics,27.13,436
1223,Current,Home,34.19,469
1224,Learn,Electronics,176.79,423
1225,Heavy,Clothing,269.21,388
1226,Cost,Accessories,335.01,800
1227,Total,Beauty,109.26,737
1228,Few,Home,54.64,733
1229,Glass,Accessories,25.12,633
1230,Room,Clothing,250.1,216
1231,Return,Home,237.24,304
1232,So,Home,261.26,203
1233,Professor,Clothing,258.32,37
1234,Trial,Home,424.52,329
1235,Situation,Accessories,471.71,687
1236,Own,Accessories,102.54,181
1237,Wrong,Electronics,160.49,666
1238,Various,Electronics,364.32,644
1239,Her,Accessories,176.54,917
1240,Effect,Electronics,75.28,674
1241,System,Clothing,223.49,31
1242,Defense,Accessories,142.85,576
1243,Explain,Electronics,189.46,374
1244,Must,Home,164.58,668
1245,Writer,Clothing,234.79,218
1246,Situation,Electronics,136.56,116
1247,Commercial,Accessories,221.54,530
1248,Attack,Home,228.2,338
1249,Which,Electronics,228.76,80
1250,Everybody,Beauty,48.12,802
1251,Husband,Electronics,43.98,111
1252,Positive,Clothing,324.7,490
1253,Protect,Electronics,52.25,961
1254,Author,Beauty,178.03,234
1255,Security,Electronics,400.41,414
1256,Ago,Accessories,350.33,64
1257,Research,Home,380.16,801
1258,Marriage,Home,32.63,505
1259,Fact,Home,181.24,449
1260,Director,Beauty,162.75,435
1261,Change,Clothing,15.49,88
1262,Behind,Home,361.64,198
1263,Break,Electronics,404.64,383
1264,Director,Beauty,50.19,334
1265,Once,Clothing,75,832
1266,Still,Accessories,120.8,268
1267,Evening,Electronics,285.34,150
1268,Tonight,Accessories,136.71,81
1269,Against,Clothing,161.14,522
1270,Box,Accessories,263.3,188
1271,What,Beauty,404.72,702
1272,Specific,Clothing,219.28,775
1273,Bit,Electronics,314.62,655
1274,Difference,Beauty,368.22,615
1275,Bit,Beauty,114.71,743
1276,Chance,Clothing,83.7,929
1277,Off,Accessories,467.04,777
1278,With,Beauty,342.26,676
1279,Protect,Electronics,171.4,868
1280,Name,Clothing,115.22,541
1281,Interest,Home,34.62,733
1282,But,Home,40.45,431
1283,Dog,Beauty,247.39,265
1284,Nothing,Home,290.5,117
1285,Drop,Clothing,283.77,598
1286,Government,Home,143.4,844
1287,Clear,Accessories,74.43,274
1288,Leg,Home,48.4,706
1289,At,Accessories,100.01,596
1290,Prove,Accessories,472.61,143
1291,Nearly,Home,335.32,287
1292,Store,Accessories,14.61,825
1293,Share,Accessories,499.91,718
1294,Deal,Home,61.88,393
1295,Every,Accessories,293.59,765
1296,Power,Electronics,81.46,127
1297,Because,Home,220.74,535
1298,Radio,Home,183.74,785
1299,Garden,Home,419.71,294
1300,On,Accessories,171.78,956
1301,Few,Beauty,133.96,948
1302,Decade,Electronics,311.41,425
1303,Light,Beauty,14.33,282
1304,Issue,Clothing,255.35,985
1305,Poor,Accessories,169.24,607
1306,Research,Beauty,48.6,603
1307,Hit,Clothing,160.01,218
1308,Media,Home,359.32,248
1309,Organization,Clothing,312.82,308
1310,Well,Electronics,303.83,749
1311,Decade,Home,242.8,99
1312,Sister,Home,476.68,816
1313,Reduce,Accessories,319.75,558
1314,Glass,Beauty,114.22,485
1315,Community,Electronics,461.22,202
1316,Policy,Accessories,15.03,842
1317,Present,Clothing,180.48,349
1318,Specific,Beauty,111.22,287
1319,Could,Clothing,137.78,683
1320,Else,Home,240.93,37
1321,Beautiful,Clothing,227.62,226
1322,Impact,Clothing,216.11,833
1323,Economy,Beauty,244.61,799
1324,But,Electronics,453.42,917
1325,Idea,Beauty,161.54,84
1326,Draw,Home,36.53,749
1327,Option,Home,369.21,968
1328,Set,Electronics,269.01,160
1329,Perhaps,Accessories,194.74,874
1330,Become,Accessories,52.54,124
1331,Nearly,Clothing,27.23,17
1332,Detail,Clothing,46.97,455
1333,Service,Accessories,432.89,454
1334,Own,Beauty,345.38,470
1335,By,Beauty,435.12,782
1336,Learn,Accessories,488,661
1337,Single,Accessories,210.72,774
1338,Spend,Accessories,355.81,488
1339,Professor,Accessories,452.44,141
1340,Responsibility,Electronics,389.82,103
1341,Final,Electronics,290.11,318
1342,Space,Electronics,204.5,730
1343,Bar,Clothing,294.84,598
1344,Knowledge,Clothing,120.85,107
1345,Free,Beauty,78.84,392
1346,One,Electronics,384.25,29
1347,Population,Beauty,311.84,139
1348,Gun,Beauty,229.29,501
1349,Build,Clothing,486.96,817
1350,Question,Beauty,385.91,265
1351,Station,Clothing,18.36,609
1352,Public,Electronics,386.83,39
1353,Process,Home,231.52,59
1354,Rather,Accessories,211.6,97
1355,Ok,Electronics,336.37,106
1356,Answer,Electronics,411.55,312
1357,According,Clothing,98.43,591
1358,Hotel,Electronics,431.36,372
1359,Better,Electronics,388.71,66
1360,List,Beauty,373.66,390
1361,Performance,Electronics,411.96,861
1362,Save,Accessories,407.8,546
1363,Outside,Clothing,74.49,919
1364,Tell,Home,369.65,854
1365,Participant,Beauty,140.08,757
1366,Onto,Home,128.99,516
1367,Continue,Accessories,454.14,118
1368,The,Accessories,389.61,104
1369,Receive,Clothing,50.86,21
1370,I,Home,289.94,499
1371,Agree,Home,399.19,721
1372,Work,Electronics,486.6,506
1373,High,Clothing,381.2,899
1374,Guess,Accessories,356.4,869
1375,Ok,Home,115.49,929
1376,After,Electronics,242.81,546
1377,Color,Clothing,401.88,629
1378,News,Accessories,71.18,129
1379,Else,Accessories,310.27,749
1380,Believe,Home,125.67,225
1381,Notice,Misc,287.92,684
1382,Large,Home,264.93,492
1383,Play,Beauty,309.89,301
1384,Never,Home,83,945
1385,Manager,Home,34.78,728
1386,Wall,Clothing,129.08,875
1387,That,Beauty,415.74,326
1388,Report,Clothing,266.25,782
1389,Event,Accessories,354.61,575
1390,Many,Clothing,220.72,286
1391,Night,Home,481.94,717
1392,Win,Accessories,128.13,50
1393,Purpose,Beauty,434.23,685
1394,Skill,Clothing,328.24,865
1395,Course,Clothing,170.66,47
1396,Far,Accessories,29.89,510
1397,Responsibility,Electronics,13.21,93
1398,Explain,Beauty,376.96,399
1399,My,Clothing,45.34,766
1400,Property,Beauty,188.39,758
1401,Glass,Accessories,411.16,681
1402,Among,Clothing,432.34,208
1403,Ever,Clothing,384.33,151
1404,Cut,Home,313,160
1405,Keep,Clothing,344.83,549
1406,Provide,Accessories,338.01,739
1407,Level,Home,40.02,110
1408,Treat,Accessories,433.89,669
1409,Share,Electronics,300.97,697
1410,Nor,Electronics,26.46,716
1411,Born,Clothing,244.91,576
1412,Assume,Electronics,52.83,673
1413,Produce,Clothing,372.04,141
1414,Because,Home,8.64,730
1415,Task,Home,90.82,285
1416,Shake,Electronics,321.3,356
1417,Peace,Accessories,261.49,883
1418,Character,Beauty,291.34,847
1419,Style,Clothing,245.29,356
1420,Become,Home,440.62,70
1421,Including,Electronics,357.31,355
1422,Them,Clothing,162.45,786
1423,Change,Home,85.58,295
1424,Past,Beauty,351.95,574
1425,Detail,Home,51.58,931
1426,Sign,Electronics,29.05,350
1427,Mission,Accessories,12.28,444
1428,Institution,Home,84.15,267
1429,Force,Electronics,257.81,566
1430,Hand,Accessories,320.59,203
1431,Happen,Beauty,166.72,214
1432,Season,Clothing,270.91,667
1433,Second,Electronics,195.79,325
1434,Story,Electronics,87.7,60
1435,Care,Home,340.24,128
1436,Only,Home,467.58,845
1437,Identify,Beauty,154.7,367
1438,Community,Electronics,394.11,292
1439,Name,Beauty,61.14,184
1440,System,Electronics,112.57,508
1441,Half,Clothing,9.39,477
1442,Wonder,Home,212.36,815
1443,Policy,Home,429.34,840
1444,Will,Electronics,247.97,223
1445,There,Beauty,266.73,252
1446,Not,Home,88.97,102
1447,Edge,Clothing,158.79,532
1448,Civil,Beauty,176.71,471
1449,Place,Clothing,295.76,318
1450,Finally,Home,300.67,219
1451,Coach,Electronics,206.82,228
1452,Item,Clothing,236.31,524
1453,Cup,Accessories,215.76,934
1454,Apply,Electronics,382.39,753
1455,Whether,Electronics,208.19,887
1456,Home,Clothing,403.99,141
1457,Where,Electronics,32.72,759
1458,Stage,Beauty,433.47,952
1459,Different,Clothing,300.67,220
1460,Expect,Beauty,257.47,137
1461,Themselves,Beauty,115.55,365
1462,Guess,Electronics,120.27,412
1463,Bag,Home,238.78,228
1464,Worry,Home,242.9,586
1465,Image,Clothing,389.29,851
1466,Wrong,Beauty,99.89,614
1467,Down,Beauty,413.77,97
1468,Address,Beauty,145.12,573
1469,Authority,Accessories,151.69,329
1470,Partner,Accessories,267.82,929
1471,Summer,Home,282.54,205
1472,Tree,Beauty,209.33,36
1473,Per,Accessories,436.8,884
1474,Big,Beauty,148.55,15
1475,Black,Beauty,22.91,86
1476,Up,Home,145.98,245
1477,West,Clothing,472.1,784
1478,No,Accessories,462.22,238
1479,International,Clothing,334.6,590
1480,Gun,Home,30.53,323
1481,From,Accessories,40.88,841
1482,Explain,Clothing,125.79,11
1483,Protect,Clothing,99.89,468
1484,Some,Electronics,148.95,922
1485,Tough,Home,375.25,926
1486,Affect,Home,133.94,848
1487,Public,Accessories,182.88,936
1488,Maybe,Home,296.58,783
1489,Always,Electronics,370.99,656
